Dec 11 2014 01: +0,2.521,1249
Aug 29 2016 01: +0,6.603,743
Aug 30 2016 01: +0,6.606,870
Aug 31 2016 01: +0,6.595,793
Sep 01 2016 01: +0,6.646,801
Sep 02 2016 01: +0,6.742,795
Sep 03 2016 01: +0,6.661,815
Sep 04 2016 01: +0,6.657,957
Sep 05 2016 01: +0,6.7,818
Sep 06 2016 01: +0,6.75,919
Sep 07 2016 01: +0,6.991,804
Sep 08 2016 01: +0,7.191,607
Sep 09 2016 01: +0,7.292,928
Sep 10 2016 01: +0,7.03,1011
Sep 11 2016 01: +0,7.018,986
Sep 12 2016 01: +0,7.088,900
Sep 13 2016 01: +0,7.112,934
Sep 14 2016 01: +0,7.176,873
Sep 15 2016 01: +0,7.16,740
Sep 16 2016 01: +0,7.183,958
Sep 17 2016 01: +0,7.253,1184
Sep 18 2016 01: +0,7.034,734
Sep 19 2016 01: +0,7.321,925
Sep 20 2016 01: +0,7.144,958
Sep 21 2016 01: +0,7.131,782
Sep 22 2016 01: +0,7.424,635
Sep 23 2016 01: +0,7.121,581
Sep 24 2016 01: +0,7.107,686
Sep 25 2016 01: +0,7.032,1142
Sep 26 2016 01: +0,7.022,701
Sep 27 2016 01: +0,7.325,907
Sep 28 2016 01: +0,7.284,899
Sep 29 2016 01: +0,7.286,564
Sep 30 2016 01: +0,6.976,771
Oct 01 2016 01: +0,7.012,687
Oct 02 2016 01: +0,7.077,790
Oct 03 2016 01: +0,7.115,922
Oct 04 2016 01: +0,7.244,812
Oct 05 2016 01: +0,7.264,768
Oct 06 2016 01: +0,7.417,881
Oct 07 2016 01: +0,7.414,949
Oct 08 2016 01: +0,7.22,907
Oct 09 2016 01: +0,7.225,863
Oct 10 2016 01: +0,8.026,942
Oct 11 2016 01: +0,7.47,692
Oct 12 2016 01: +0,7.106,652
Oct 13 2016 01: +0,7.089,702
Oct 14 2016 01: +0,7.074,833
Oct 15 2016 01: +0,7.096,652
Oct 16 2016 01: +0,7.06,731
Oct 17 2016 01: +0,7.071,621
Oct 18 2016 01: +0,7.156,785
Oct 19 2016 01: +0,7.066,618
Oct 20 2016 01: +0,7.126,750
Oct 21 2016 01: +0,7.2,716
Oct 22 2016 01: +0,7.022,789
Oct 23 2016 01: +0,7.006,900
Oct 24 2016 01: +0,7.584,917
Oct 25 2016 01: +0,7.383,590
Oct 26 2016 01: +0,8.034,647
Oct 27 2016 01: +0,8.111,671
Oct 28 2016 01: +0,6.862,837
Oct 29 2016 01: +0,6.774,817
Oct 30 2016 01: +0,6.986,812
Oct 31 2016 01: +0,6.927,613
Nov 01 2016 01: +0,6.655,608
Nov 02 2016 01: +0,7.463,465
Nov 03 2016 01: +0,7.019,506
Nov 04 2016 01: +0,7.014,571
Nov 05 2016 01: +0,6.799,797
Nov 06 2016 01: +0,6.732,799
Nov 07 2016 01: +0,6.754,661
Nov 08 2016 01: +0,6.776,716
Nov 09 2016 01: +0,8.343,1272
Nov 10 2016 01: +0,6.894,801
Nov 11 2016 01: +0,6.848,692
Nov 12 2016 01: +0,6.851,805
Nov 13 2016 01: +0,6.833,815
Nov 14 2016 01: +0,6.856,749
Nov 15 2016 01: +0,7.1,598
Nov 16 2016 01: +0,7.624,520
Nov 17 2016 01: +0,6.855,575
Nov 18 2016 01: +0,6.998,700
Nov 19 2016 01: +0,6.785,606
Nov 20 2016 01: +0,6.847,895
Nov 21 2016 01: +0,7.092,893
Nov 22 2016 01: +0,6.851,591
Nov 23 2016 01: +0,6.795,934
Nov 24 2016 01: +0,6.523,768
Nov 25 2016 01: +0,6.518,688
Nov 26 2016 01: +0,6.525,1038
Nov 27 2016 01: +0,6.385,734
Nov 28 2016 01: +0,6.375,737
Nov 29 2016 01: +0,6.542,697
Nov 30 2016 01: +0,6.625,713
Dec 01 2016 01: +0,6.502,570
Dec 02 2016 01: +0,6.651,909
Dec 03 2016 01: +0,6.475,826
Dec 04 2016 01: +0,6.484,882
Dec 05 2016 01: +0,6.75,867
Dec 06 2016 01: +0,6.509,837
Dec 07 2016 01: +0,6.494,707
Dec 08 2016 01: +0,6.483,680
Dec 09 2016 01: +0,6.573,852
Dec 10 2016 01: +0,7.152,1121
Dec 11 2016 01: +0,6.798,1008
Dec 12 2016 01: +0,6.93,1243
Dec 13 2016 01: +0,6.648,894
Dec 14 2016 01: +0,6.706,1012
Dec 15 2016 01: +0,6.659,1451
Dec 16 2016 01: +0,6.544,1313
Dec 17 2016 01: +0,6.467,1073
Dec 18 2016 01: +0,6.732,1470
Dec 19 2016 01: +0,6.446,1059
Dec 20 2016 01: +0,6.803,1299
Dec 21 2016 01: +0,6.383,892
Dec 22 2016 01: +0,6.354,1746
Dec 23 2016 01: +0,5.986,1730
Dec 24 2016 01: +0,5.969,1958
Dec 25 2016 01: +0,6.028,1983
Dec 26 2016 01: +0,6.069,2415
Dec 27 2016 01: +0,6.111,2265
Dec 28 2016 01: +0,6.241,1790
Dec 29 2016 01: +0,6.187,1878
Dec 30 2016 01: +0,6.085,3216
Dec 31 2016 01: +0,6.127,2858
Jan 01 2017 01: +0,6.033,2868
Jan 02 2017 01: +0,5.983,3082
Jan 03 2017 01: +0,6.012,2061
Jan 04 2017 01: +0,6.01,1763
Jan 05 2017 01: +0,6.164,2522
Jan 06 2017 01: +0,6.18,2074
Jan 07 2017 01: +0,6.255,2561
Jan 08 2017 01: +0,6.103,2080
Jan 09 2017 01: +0,6.052,2062
Jan 10 2017 01: +0,6.023,1486
Jan 11 2017 01: +0,6.03,1735
Jan 12 2017 01: +0,6.039,1235
Jan 13 2017 01: +0,6.126,2445
Jan 14 2017 01: +0,6.077,1369
Jan 15 2017 01: +0,6.009,1562
Jan 16 2017 01: +0,6.053,1381
Jan 17 2017 01: +0,6.058,1358
Jan 18 2017 01: +0,6.059,970
Jan 19 2017 01: +0,6.004,1314
Jan 20 2017 01: +0,6.505,1477
Jan 21 2017 01: +0,5.97,1480
Jan 22 2017 01: +0,5.912,1623
Jan 23 2017 01: +0,6.108,1294
Jan 24 2017 01: +0,5.912,1369
Jan 25 2017 01: +0,5.907,997
Jan 26 2017 01: +0,5.873,1611
Jan 27 2017 01: +0,6.078,1246
Jan 28 2017 01: +0,6.107,1496
Jan 29 2017 01: +0,5.854,1477
Jan 30 2017 01: +0,5.858,1299
Jan 31 2017 01: +0,6.139,1938
Feb 01 2017 01: +0,5.944,1262
Feb 02 2017 01: +0,5.961,1587
Feb 03 2017 01: +0,6.008,1220
Feb 04 2017 01: +0,6.075,1348
Feb 05 2017 01: +0,6.099,1309
Feb 06 2017 01: +0,6.175,1520
Feb 07 2017 01: +0,6.251,1349
Feb 08 2017 01: +0,6.335,1177
Feb 09 2017 01: +0,6.3,990
Feb 10 2017 01: +0,6.324,829
Feb 11 2017 01: +0,6.331,1025
Feb 12 2017 01: +0,6.364,1255
Feb 13 2017 01: +0,6.415,1401
Feb 14 2017 01: +0,6.449,896
Feb 15 2017 01: +0,6.461,1084
Feb 16 2017 01: +0,6.466,1006
Feb 17 2017 01: +0,6.515,1037
Feb 18 2017 01: +0,6.483,1188
Feb 19 2017 01: +0,6.532,1153
Feb 20 2017 01: +0,6.515,1371
Feb 21 2017 01: +0,6.492,993
Feb 22 2017 01: +0,6.453,840
Feb 23 2017 01: +0,6.394,846
Feb 24 2017 01: +0,6.416,970
Feb 25 2017 01: +0,6.416,1155
Feb 26 2017 01: +0,6.466,1271
Feb 27 2017 01: +0,6.51,1004
Feb 28 2017 01: +0,6.792,1128
Mar 01 2017 01: +0,6.52,929
Mar 02 2017 01: +0,6.5,744
Mar 03 2017 01: +0,6.46,798
Mar 04 2017 01: +0,6.456,1032
Mar 05 2017 01: +0,6.478,854
Mar 06 2017 01: +0,6.854,1513
Mar 07 2017 01: +0,6.492,735
Mar 08 2017 01: +0,6.491,814
Mar 09 2017 01: +0,6.769,660
Mar 10 2017 01: +0,6.938,1530
Mar 11 2017 01: +0,6.52,983
Mar 12 2017 01: +0,6.771,898
Mar 13 2017 01: +0,6.764,667
Mar 14 2017 01: +0,6.596,1024
Mar 15 2017 01: +0,6.484,858
Mar 16 2017 01: +0,6.493,822
Mar 17 2017 01: +0,6.527,1059
Mar 18 2017 01: +0,6.613,1198
Mar 19 2017 01: +0,6.62,1317
Mar 20 2017 01: +0,6.653,1247
Mar 21 2017 01: +0,6.653,1003
Mar 22 2017 01: +0,6.772,1072
Mar 23 2017 01: +0,6.775,1179
Mar 24 2017 01: +0,6.766,1075
Mar 25 2017 01: +0,6.758,1122
Mar 26 2017 01: +0,6.752,1215
Mar 27 2017 01: +0,6.76,1100
Mar 28 2017 01: +0,6.814,1033
Mar 29 2017 01: +0,7.648,1403
Mar 30 2017 01: +0,6.824,1146
Mar 31 2017 01: +0,6.826,1064
Apr 01 2017 01: +0,6.826,1014
Apr 02 2017 01: +0,6.857,1015
Apr 03 2017 01: +0,6.832,1100
Apr 04 2017 01: +0,6.833,1036
Apr 05 2017 01: +0,6.846,902
Apr 06 2017 01: +0,6.902,1087
Apr 07 2017 01: +0,6.88,880
Apr 08 2017 01: +0,6.875,1264
Apr 09 2017 01: +0,6.838,1079
Apr 10 2017 01: +0,6.832,1019
Apr 11 2017 01: +0,6.809,1194
Apr 12 2017 01: +0,6.791,1378
Apr 13 2017 01: +0,6.809,1212
Apr 14 2017 01: +0,6.852,1116
Apr 15 2017 01: +0,6.822,1297
Apr 16 2017 01: +0,6.827,1084
Apr 17 2017 01: +0,6.812,1186
Apr 18 2017 01: +0,6.979,1085
Apr 19 2017 01: +0,6.842,900
Apr 20 2017 01: +0,6.834,924
Apr 21 2017 01: +0,6.853,925
Apr 22 2017 01: +0,6.844,1096
Apr 23 2017 01: +0,6.857,1389
Apr 24 2017 01: +0,6.85,1060
Apr 25 2017 01: +0,6.88,1044
Apr 26 2017 01: +0,6.841,1034
Apr 27 2017 01: +0,6.845,1200
Apr 28 2017 01: +0,6.917,1205
Apr 29 2017 01: +0,6.93,1151
Apr 30 2017 01: +0,6.912,1081
May 01 2017 01: +0,6.915,1076
May 02 2017 01: +0,6.9,937
May 03 2017 01: +0,6.884,1239
May 04 2017 01: +0,6.901,1047
May 05 2017 01: +0,6.828,1557
May 06 2017 01: +0,6.771,1156
May 07 2017 01: +0,6.741,1325
May 08 2017 01: +0,6.692,908
May 09 2017 01: +0,6.63,1192
May 10 2017 01: +0,6.61,992
May 11 2017 01: +0,6.557,1510
May 12 2017 01: +0,6.554,1008
May 13 2017 01: +0,6.663,1991
May 14 2017 01: +0,6.679,970
May 15 2017 01: +0,6.564,1003
May 16 2017 01: +0,6.7,902
May 17 2017 01: +0,6.713,815
May 18 2017 01: +0,6.655,1190
May 19 2017 01: +0,6.611,927
May 20 2017 01: +0,6.602,1164
May 21 2017 01: +0,6.611,1140
May 22 2017 01: +0,6.617,1079
May 23 2017 01: +0,7.47,1101
May 24 2017 01: +0,6.588,1432
May 25 2017 01: +0,6.596,1556
May 26 2017 01: +0,6.821,1743
May 27 2017 01: +0,6.808,1658
May 28 2017 01: +0,6.78,1761
May 29 2017 01: +0,6.818,1140
May 30 2017 01: +0,6.794,1571
May 31 2017 01: +0,6.804,1734
Jun 01 2017 01: +0,6.71,1496
Jun 02 2017 01: +0,6.698,1359
Jun 03 2017 01: +0,7.038,1674
Jun 04 2017 01: +0,6.727,1368
Jun 05 2017 01: +0,6.704,1344
Jun 06 2017 01: +0,6.675,1217
Jun 07 2017 01: +0,6.659,1120
Jun 08 2017 01: +0,6.631,1115
Jun 09 2017 01: +0,6.626,1280
Jun 10 2017 01: +0,6.626,1003
Jun 11 2017 01: +0,6.598,1356
Jun 12 2017 01: +0,6.583,1454
Jun 13 2017 01: +0,6.581,1123
Jun 14 2017 01: +0,6.554,1036
Jun 15 2017 01: +0,6.824,1713
Jun 16 2017 01: +0,6.075,3497
Jun 17 2017 01: +0,5.898,2710
Jun 18 2017 01: +0,5.929,1793
Jun 19 2017 01: +0,6.287,1671
Jun 20 2017 01: +0,6.064,1923
Jun 21 2017 01: +0,6.293,1393
Jun 22 2017 01: +0,5.939,3072
Jun 23 2017 01: +0,5.754,4106
Jun 24 2017 01: +0,5.634,3608
Jun 25 2017 01: +0,5.615,3141
Jun 26 2017 01: +0,5.72,2473
Jun 27 2017 01: +0,5.685,2910
Jun 28 2017 01: +0,5.752,2611
Jun 29 2017 01: +0,5.771,3432
Jun 30 2017 01: +0,5.765,3570
Jul 01 2017 01: +0,5.739,3647
Jul 02 2017 01: +0,5.659,4881
Jul 03 2017 01: +0,5.582,5210
Jul 04 2017 01: +0,5.744,6907
Jul 05 2017 01: +0,5.53,3806
Jul 06 2017 01: +0,5.579,2294
Jul 07 2017 01: +0,5.589,2470
Jul 08 2017 01: +0,5.551,3594
Jul 09 2017 01: +0,5.518,2465
Jul 10 2017 01: +0,5.48,2658
Jul 11 2017 01: +0,5.453,2407
Jul 12 2017 01: +0,5.82,4316
Jul 13 2017 01: +0,5.399,2564
Jul 14 2017 01: +0,5.352,2281
Jul 15 2017 01: +0,5.369,2403
Jul 16 2017 01: +0,5.44,2546
Jul 17 2017 01: +0,5.471,2506
Jul 18 2017 01: +0,5.363,2253
Jul 19 2017 01: +0,5.405,2069
Jul 20 2017 01: +0,5.74,2682
Jul 21 2017 01: +0,5.71,4671
Jul 22 2017 01: +0,5.152,2405
Jul 23 2017 01: +0,5.274,3169
Jul 24 2017 01: +0,5.216,2332
Jul 25 2017 01: +0,5.725,4609
Jul 26 2017 01: +0,4.961,2478
Jul 27 2017 01: +0,5.271,2207
Jul 28 2017 01: +0,5.125,1976
Jul 29 2017 01: +0,5.265,2730
Jul 30 2017 01: +0,5.214,2493
Jul 31 2017 01: +0,5.275,2139
Aug 01 2017 01: +0,5.281,2207
Aug 02 2017 01: +0,5.393,3155
Aug 03 2017 01: +0,5.412,2130
Aug 04 2017 01: +0,5.435,2512
Aug 05 2017 01: +0,5.492,3108
Aug 06 2017 01: +0,5.749,2682
Aug 07 2017 01: +0,5.339,2002
Aug 08 2017 01: +0,5.279,2123
Aug 09 2017 01: +0,5.327,2522
Aug 10 2017 01: +0,5.449,2681
Aug 11 2017 01: +0,5.466,2443
Aug 12 2017 01: +0,5.187,2863
Aug 13 2017 01: +0,5.112,1844
Aug 14 2017 01: +0,5.256,2365
Aug 15 2017 01: +0,5.327,2413
Aug 16 2017 01: +0,5.325,1891
Aug 17 2017 01: +0,5.585,1878
Aug 18 2017 01: +0,5.391,1670
Aug 19 2017 01: +0,5.224,1907
Aug 20 2017 01: +0,5.371,1944
Aug 21 2017 01: +0,5.851,2554
Aug 22 2017 01: +0,5.513,1964
Aug 23 2017 01: +0,5.394,1846
Aug 24 2017 01: +0,5.312,1941
Aug 25 2017 01: +0,5.316,1605
Aug 26 2017 01: +0,5.366,1523
Aug 27 2017 01: +0,5.381,2436
Aug 28 2017 01: +0,5.552,1479
Aug 29 2017 01: +0,5.681,1752
Aug 30 2017 01: +0,5.528,1860
Aug 31 2017 01: +0,5.576,1576
Sep 01 2017 01: +0,5.566,1378
Sep 02 2017 01: +0,5.611,2022
Sep 03 2017 01: +0,5.632,3186
Sep 04 2017 01: +0,5.595,1667
Sep 05 2017 01: +0,5.633,1613
Sep 06 2017 01: +0,5.676,1486
Sep 07 2017 01: +0,5.667,1380
Sep 08 2017 01: +0,5.719,1922
Sep 09 2017 01: +0,5.696,1632
Sep 10 2017 01: +0,5.666,2380
Sep 11 2017 01: +0,5.661,1988
Sep 12 2017 01: +0,5.633,1834
Sep 13 2017 01: +0,5.653,1641
Sep 14 2017 01: +0,5.638,1784
Sep 15 2017 01: +0,5.616,1441
Sep 16 2017 01: +0,5.594,2072
Sep 17 2017 01: +0,5.6,1997
Sep 18 2017 01: +0,5.579,2365
Sep 19 2017 01: +0,5.552,1470
Sep 20 2017 01: +0,5.573,1980
Sep 21 2017 01: +0,5.598,2244
Sep 22 2017 01: +0,5.554,1919
Sep 23 2017 01: +0,5.522,2232
Sep 24 2017 01: +0,5.551,1998
Sep 25 2017 01: +0,5.649,1538
Sep 26 2017 01: +0,5.486,1357
Sep 27 2017 01: +0,5.493,1701
Sep 28 2017 01: +0,5.965,2351
Sep 29 2017 01: +0,5.564,2227
Sep 30 2017 01: +0,5.614,2307
Oct 01 2017 01: +0,5.872,2255
Oct 02 2017 01: +0,5.875,2491
Oct 03 2017 01: +0,5.869,1937
Oct 04 2017 01: +0,6.131,1877
Oct 05 2017 01: +0,5.702,1987
Oct 06 2017 01: +0,5.716,2360
Oct 07 2017 01: +0,5.739,1653
Oct 08 2017 01: +0,5.743,1692
Oct 09 2017 01: +0,5.748,1336
Oct 10 2017 01: +0,5.806,1449
Oct 11 2017 01: +0,5.825,1211
Oct 12 2017 01: +0,5.831,1821
Oct 13 2017 01: +0,5.825,1395
Oct 14 2017 01: +0,5.806,1729
Oct 15 2017 01: +0,5.865,1715
Oct 16 2017 01: +0,5.874,1333
Oct 17 2017 01: +0,5.828,1512
Oct 18 2017 01: +0,5.81,1058
Oct 19 2017 01: +0,5.822,1384
Oct 20 2017 01: +0,5.802,1533
Oct 21 2017 01: +0,6.037,2823
Oct 22 2017 01: +0,5.77,1371
Oct 23 2017 01: +0,5.776,1354
Oct 24 2017 01: +0,5.75,1294
Oct 25 2017 01: +0,5.95,1684
Oct 26 2017 01: +0,5.703,1631
Oct 27 2017 01: +0,5.704,1782
Oct 28 2017 01: +0,5.682,1466
Oct 29 2017 01: +0,5.692,2062
Oct 30 2017 01: +0,5.727,2414
Oct 31 2017 01: +0,6.027,1508
Nov 01 2017 01: +0,5.918,1883
Nov 02 2017 01: +0,5.929,1589
Nov 03 2017 01: +0,5.716,1710
Nov 04 2017 01: +0,5.702,1911
Nov 05 2017 01: +0,5.692,1457
Nov 06 2017 01: +0,5.677,1446
Nov 07 2017 01: +0,5.723,1506
Nov 08 2017 01: +0,5.771,1506
Nov 09 2017 01: +0,5.947,2009
Nov 10 2017 01: +0,6.503,1781
Nov 11 2017 01: +0,5.788,1463
Nov 12 2017 01: +0,5.801,1917
Nov 13 2017 01: +0,5.808,1398
Nov 14 2017 01: +0,5.821,1232
Nov 15 2017 01: +0,5.873,1588
Nov 16 2017 01: +0,5.837,1162
Nov 17 2017 01: +0,5.983,1572
Nov 18 2017 01: +0,5.926,1530
Nov 19 2017 01: +0,5.933,1571
Nov 20 2017 01: +0,5.957,1175
Nov 21 2017 01: +0,6.571,1834
Nov 22 2017 01: +0,5.893,1261
Nov 23 2017 01: +0,5.867,2188
Nov 24 2017 01: +0,5.745,1768
Nov 25 2017 01: +0,5.779,1909
Nov 26 2017 01: +0,5.726,1598
Nov 27 2017 01: +0,6.034,1672
Nov 28 2017 01: +0,5.823,1193
Nov 29 2017 01: +0,5.864,977
Nov 30 2017 01: +0,6.123,1617
Dec 01 2017 01: +0,5.977,1556
Dec 02 2017 01: +0,5.867,1500
Dec 03 2017 01: +0,5.88,1884
Dec 04 2017 01: +0,5.888,1313
Dec 05 2017 01: +0,5.898,1818
Dec 06 2017 01: +0,5.913,1263
Dec 07 2017 01: +0,6.133,1352
Dec 08 2017 01: +0,5.905,2628
Dec 09 2017 01: +0,6.269,1532
Dec 10 2017 01: +0,6.137,2191
Dec 11 2017 01: +0,6.271,1261
Dec 12 2017 01: +0,5.814,1913
Dec 13 2017 01: +0,5.804,1617
Dec 14 2017 01: +0,6.198,2214
Dec 15 2017 01: +0,5.446,2721
Dec 16 2017 01: +0,5.449,1610
Dec 17 2017 01: +0,5.526,5057
Dec 18 2017 01: +0,5.868,1912
Dec 19 2017 01: +0,5.99,4943
Dec 20 2017 01: +0,5.68,4207
Dec 21 2017 01: +0,5.807,3006
Dec 22 2017 01: +0,5.288,3596
Dec 23 2017 01: +0,5.235,2551
Dec 24 2017 01: +0,5.256,2309
Dec 25 2017 01: +0,5.296,4365
Dec 26 2017 01: +0,5.378,3246
Dec 27 2017 01: +0,5.577,5510
Dec 28 2017 01: +0,5.399,5579
Dec 29 2017 01: +0,5.469,3231
Dec 30 2017 01: +0,5.641,6054
Dec 31 2017 01: +0,5.274,4189
Jan 01 2018 01: +0,5.453,5462
Jan 02 2018 01: +0,5.241,4061
Jan 03 2018 01: +0,5.203,4772
Jan 04 2018 01: +0,5.232,4242
Jan 05 2018 01: +0,5.283,3241
Jan 06 2018 01: +0,5.257,2957
Jan 07 2018 01: +0,5.238,3151
Jan 08 2018 01: +0,5.429,4025
Jan 09 2018 01: +0,5.175,3664
Jan 10 2018 01: +0,5.676,3394
Jan 11 2018 01: +0,5.165,2827
Jan 12 2018 01: +0,5.173,3437
Jan 13 2018 01: +0,5.198,4112
Jan 14 2018 01: +0,5.206,3474
Jan 15 2018 01: +0,5.178,3572
Jan 16 2018 01: +0,5.158,3936
Jan 17 2018 01: +0,5.187,3019
Jan 18 2018 01: +0,5.195,2774
Jan 19 2018 01: +0,5.216,4159
Jan 20 2018 01: +0,5.21,2243
Jan 21 2018 01: +0,5.196,3347
Jan 22 2018 01: +0,5.159,4322
Jan 23 2018 01: +0,5.098,3140
Jan 24 2018 01: +0,5.49,3877
Jan 25 2018 01: +0,5.104,2890
Jan 26 2018 01: +0,5.668,4879
Jan 27 2018 01: +0,4.92,3926
Jan 28 2018 01: +0,5.057,4278
Jan 29 2018 01: +0,4.898,2879
Jan 30 2018 01: +0,4.896,3920
Jan 31 2018 01: +0,5.17,3299
Feb 01 2018 01: +0,4.824,3149
Feb 02 2018 01: +0,5.097,2330
Feb 03 2018 01: +0,4.952,1955
Feb 04 2018 01: +0,5.06,2960
Feb 05 2018 01: +0,5.283,3307
Feb 06 2018 01: +0,4.836,2691
Feb 07 2018 01: +0,4.825,2157
Feb 08 2018 01: +0,4.79,2375
Feb 09 2018 01: +0,4.723,1709
Feb 10 2018 01: +0,4.745,2777
Feb 11 2018 01: +0,4.709,1908
Feb 12 2018 01: +0,4.699,1857
Feb 13 2018 01: +0,4.782,1360
Feb 14 2018 01: +0,4.824,1691
Feb 15 2018 01: +0,4.946,2665
Feb 16 2018 01: +0,5.026,3093
Feb 17 2018 01: +0,4.824,2391
Feb 18 2018 01: +0,4.841,2464
Feb 19 2018 01: +0,4.809,2769
Feb 20 2018 01: +0,5.667,1975
Feb 21 2018 01: +0,4.972,1935
Feb 22 2018 01: +0,4.867,2577
Feb 23 2018 01: +0,4.874,2185
Feb 24 2018 01: +0,4.852,2423
Feb 25 2018 01: +0,4.892,3725
Feb 26 2018 01: +0,4.94,2462
Feb 27 2018 01: +0,4.96,1931
Feb 28 2018 01: +0,5.252,1994
Mar 01 2018 01: +0,5.511,1977
Mar 02 2018 01: +0,5.124,1644
Mar 03 2018 01: +0,5.235,2785
Mar 04 2018 01: +0,5.247,1820
Mar 05 2018 01: +0,5.241,2462
Mar 06 2018 01: +0,5.267,1605
Mar 07 2018 01: +0,5.323,2065
Mar 08 2018 01: +0,5.348,1906
Mar 09 2018 01: +0,5.334,1783
Mar 10 2018 01: +0,5.326,1803
Mar 11 2018 01: +0,5.348,2271
Mar 12 2018 01: +0,5.365,2410
Mar 13 2018 01: +0,5.568,1989
Mar 14 2018 01: +0,5.421,2063
Mar 15 2018 01: +0,5.708,1677
Mar 16 2018 01: +0,5.472,3153
Mar 17 2018 01: +0,5.583,1380
Mar 18 2018 01: +0,5.396,1456
Mar 19 2018 01: +0,6.252,1541
Mar 20 2018 01: +0,5.383,2259
Mar 21 2018 01: +0,5.442,2705
Mar 22 2018 01: +0,5.512,1883
Mar 23 2018 01: +0,5.723,2260
Mar 24 2018 01: +0,5.53,1771
Mar 25 2018 01: +0,5.564,1941
Mar 26 2018 01: +0,5.511,2129
Mar 27 2018 01: +0,5.535,1261
Mar 28 2018 01: +0,6.174,1779
Mar 29 2018 01: +0,5.904,1904
Mar 30 2018 01: +0,5.712,2519
Mar 31 2018 01: +0,5.466,1446
Apr 01 2018 01: +0,5.466,2485
Apr 02 2018 01: +0,5.476,1799
Apr 03 2018 01: +0,5.444,1375
Apr 04 2018 01: +0,5.425,1317
Apr 05 2018 01: +0,5.44,2051
Apr 06 2018 01: +0,5.93,1425
Apr 07 2018 01: +0,5.516,1495
Apr 08 2018 01: +0,5.701,1615
Apr 09 2018 01: +0,5.502,1332
Apr 10 2018 01: +0,5.629,1414
Apr 11 2018 01: +0,5.429,1046
Apr 12 2018 01: +0,5.377,1133
Apr 13 2018 01: +0,5.651,1150
Apr 14 2018 01: +0,5.639,1870
Apr 15 2018 01: +0,5.441,1514
Apr 16 2018 01: +0,5.656,1296
Apr 17 2018 01: +0,5.454,1562
Apr 18 2018 01: +0,7.471,1674
Apr 19 2018 01: +0,5.51,1257
Apr 20 2018 01: +0,5.708,1485
Apr 21 2018 01: +0,5.446,2070
Apr 22 2018 01: +0,5.505,1352
Apr 23 2018 01: +0,5.909,1066
Apr 24 2018 01: +0,5.457,1324
Apr 25 2018 01: +0,5.649,2246
Apr 26 2018 01: +0,5.41,1941
Apr 27 2018 01: +0,5.407,1101
Apr 28 2018 01: +0,5.641,1734
Apr 29 2018 01: +0,5.427,1315
Apr 30 2018 01: +0,5.627,1506
May 01 2018 01: +0,6.153,1770
May 02 2018 01: +0,5.353,2458
May 03 2018 01: +0,5.355,1174
May 04 2018 01: +0,5.373,1297
May 05 2018 01: +0,5.477,1205
May 06 2018 01: +0,5.429,2360
May 07 2018 01: +0,5.638,1243
May 08 2018 01: +0,5.445,1233
May 09 2018 01: +0,5.417,1640
May 10 2018 01: +0,5.549,1204
May 11 2018 01: +0,5.684,1610
May 12 2018 01: +0,5.478,1711
May 13 2018 01: +0,5.487,1089
May 14 2018 01: +0,5.467,1221
May 15 2018 01: +0,5.746,1938
May 16 2018 01: +0,5.354,1483
May 17 2018 01: +0,5.371,1184
May 18 2018 01: +0,5.465,1045
May 19 2018 01: +0,5.654,2153
May 20 2018 01: +0,5.307,1244
